,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
12,1002218809028050944,"💥Breaking #Finance Article 💥

Microsoft Corporation Passes Google and It’s Not Stopping  

https://t.co/V2htQ8uQDA",1,1,HApolitics,2018-05-31 16:02:39,790019230389248000,politicalHEDGE,political HEDGE,2016-10-23 02:37:17,"Follow Us For Minute by Minute: Political, Business & World News, 24hrs a Day!",94508,92713,United States,
13,1002214018822500352,Don’t Be Afraid to Buy Microsoft Corporation Stock Near Its All-Time-High https://t.co/lMwJiwIEnf https://t.co/LUyuAbtP7C,0,0,dlvr.it,2018-05-31 15:43:36,948461445796175872,ASOIideas,ASOII,2018-01-03 07:50:05,All Sorts of Investment Ideas - NEWS/RESEARCH related to business and investing. Helping improve investors knowledge on various investment opportunities.,665,1765,Yokohama-shi Kanazawa-ku,
14,1002208876136198144,Microsoft Visio Viewer by Microsoft Corporation | Ok totally missed there’s a Visio viewer for iOS  https://t.co/956ILqWlHD,0,0,Twitter for iPhone,2018-05-31 15:23:10,2213431,JohnACook,John A Cook,2007-03-25 22:16:34,,1967,1336,60010,
15,1002207223429324801,Microsoft Corporation Passes Google and It’s Not Stopping https://t.co/n9X1z7yBJZ https://t.co/n7tv1i6H7L,0,0,dlvr.it,2018-05-31 15:16:36,948461445796175872,ASOIideas,ASOII,2018-01-03 07:50:05,All Sorts of Investment Ideas - NEWS/RESEARCH related to business and investing. Helping improve investors knowledge on various investment opportunities.,665,1765,Yokohama-shi Kanazawa-ku,
16,1002190016649617408,"#inclusiveworld Microsoft : Local leaders champion a ""region of inclusion"" heading into July Special Olympics USA G… https://t.co/GgSrnTTPZC",0,0,Twitter Web Client,2018-05-31 14:08:14,711683570314698753,include_all,Everyone is Included,2016-03-20 22:39:20,"Everyone is Included...All People, All Places-All Ways. Tying it together. Presenting a unified vision of inclusion...The Inclusive World.",986,745,"Cape May Court House, NJ",
17,1002186986503966720,Microsoft Corporation: The stock is testing its highs. $MSFT https://t.co/jm8jZDvbT2 https://t.co/PROYDuv0nZ,0,0,Zonebourse Communauté,2018-05-31 13:56:11,1649782484,MScreener,MarketScreener,2013-08-06 07:57:21,,492,10,,
18,1002174375397871616,Mixer - Interactive Streaming by Microsoft Corporation watch me kill scrubs https://t.co/rnb0Yk51Ed,0,0,Twitter for iPhone,2018-05-31 13:06:05,2362066087,AndChaseMe,Drew,2014-02-26 03:34:18,Greetings,192,115,919,
19,1002164998066659328,"I'm at @Microsoft Corporation (LC2) in Irving, TX https://t.co/Q3UeyzHBGB",0,0,Foursquare,2018-05-31 12:28:49,117615437,eljoe29,Jonathan Jenkins,2010-02-26 02:35:00,"Exchange online,Ing en Redes, computer freak, beach lover, fanatico del Futbol",131,128,"ÜT: 42.298311,-83.424408",
20,1002159994349944832,Microsoft : Technology sector collaborates to develop HID standard for braille displays  https://t.co/fwzPOUD35T,0,0,Zonebourse Communauté,2018-05-31 12:08:56,102325185,ForTraders,4-traders.com,2010-01-06 09:33:43,"Find all financials news in real time. Equities, Indexes, Commodities, Currencies, Analysis, Top & Flop @4tradersleaders",8901,82,,
21,1002157681078161413,Global 3D Gaming Console Industry – Technological Development to Benefit to future growth by 2025 with Key Players… https://t.co/GYqBWFXfnm,0,0,WordPress.com,2018-05-31 11:59:45,358680821,rednewswire_in,Red Newswire,2011-08-20 09:36:43,News & Media publishing platform,835,1813,Bangalore,
22,1002147756830441472,"Global Big Data Market Size Analysis: Splunk , SAP SE, Microsoft Corporation, Hitachi , Dell ... https://t.co/KA6iUzz7cz",0,0,dlvr.it,2018-05-31 11:20:18,856240505826496513,SuriyaSubraman,Suriya Subramanian,2017-04-23 20:16:59,Change consultant focused on driving business transformations through data #datagovernance #bigdata #datascience #dataquality #IoT #gdpr #artificialintelligence,2593,1849,"London, UK",
23,1002144744514912256,"Design Project: Microsoft Corporation by DSP Design Associates
#Architecture #Design #Interior #Mumbai
View More:… https://t.co/sJkA6v2lrF",0,0,Facebook,2018-05-31 11:08:20,2517458371,tfodofficial,TFOD,2014-05-23 10:04:10,"TFOD.in a Social Commerce community offers FREE Professional Profiles for Architects, Artists and Designers. FREE Products Listing in catalog and Jobs portal.",240,171,INDIA,
24,1002144458614411264,"Design Project: Microsoft Corporation by DSP Design Associates
#Architecture #Design #Interior #Mumbai
View More:… https://t.co/S4LiVdpaJT",0,0,Twitter Web Client,2018-05-31 11:07:12,2517458371,tfodofficial,TFOD,2014-05-23 10:04:10,"TFOD.in a Social Commerce community offers FREE Professional Profiles for Architects, Artists and Designers. FREE Products Listing in catalog and Jobs portal.",240,171,INDIA,
25,1002044169039241216,#Global #ArtificialIntelligence (#AI) in Agriculture Market #Business Strategies: @Microsoft Corporation Gamaya https://t.co/fgUs8seRXV,0,1,1st Sample App,2018-05-31 04:28:41,19574491,stevenmfowler,Steven Fowler,2009-01-27 03:14:53,World #Top50 in #IoT #DX #BlockChain #BigData #DataScience #ML #AI #Bots #Lean #Agile #DevOps #AzureMVP,2296,1780,"Atlanta, GA",
26,1002015635491012608,@msft_businessCA Very disappointed in Microsoft as the Microsoft Corporation isn't human friendly and the CEO Satya… https://t.co/7ydRLRaSqS,0,0,Twitter Web Client,2018-05-31 02:35:18,148343392,55Bluesgirl,Bluesgirl,2010-05-26 13:20:34,The great thing about a new 24 hours is that we are always evolving....past-present-future,105,466,Ontario,
27,1002000829015035906,Microsoft Corporation Stock Offers the Best of Both Worlds https://t.co/L8QIj2MiQY,0,0,WordPress.com,2018-05-31 01:36:28,881435748666400768,Wiredfocus,Wired Focus,2017-07-02 08:53:53,"Get up-to-date all daily #techNews, mobile news, #techreviews, how-tos, auto news, #gaming & #gadgets, #techbusiness, #androidnews, #iOSnews,  in one place.",218,59,"California, USA",
28,1001996645477863425,"Global Gamification Market Competitive Tracking: Bunchball , Gigya , SAP SE, https://t.co/yr3azUF3Rr ... https://t.co/Lneo8MWH5T",0,0,dlvr.it,2018-05-31 01:19:51,448885968,freyduni,Mahmoud Fereydouni,2011-12-28 13:49:47,"#MachineLearning & #SoftwareEngineer , #Gamer & #Gamification Guru",2974,2534,"Montréal, Québec",
29,1001988332237320192,Microsoft Corporation Stock Offers the Best of Both Worlds (Robert Martin/InvestorPlace) https://t.co/3KhiWSQ9UH,0,0,dlvr.it,2018-05-31 00:46:49,505059498,TINMSFTNews,TIN-Microsoft News,2012-02-26 22:00:14,"Always updating tech news stream for techies, stockholders, or anyone invested in technology.     This is the MICROSOFT news feed.",53,0,San Francisco,
30,1001977966254010369,"#Racked: 8 Tap Handles ETF
Added WSTI https://t.co/0IEx3SNVn2
-
34.97m='s 8.6851m_ 4.026x
-
MSFT… https://t.co/R4q9HHoJ7g",0,0,Twitter Web Client,2018-05-31 00:05:37,893546962338938880,OIL_TUN_BEER_CO,OIL TUN BEER CO,2017-08-04 18:59:31,"C.J. Lillicrapp_Since 8-3-1966_
Pinned Tweet ='s Profile_
Golf Lot:https://t.co/UkYcvCWa7r
Photo:https://t.co/kUani6jq8r",8,0,Morton-SpringField PA,
31,1001971034893975552,"Microsoft : Local leaders champion a ""region of inclusion"" heading into July Special Olympics USA Games  https://t.co/faOARTWJFH",0,0,Zonebourse Communauté,2018-05-30 23:38:05,102325185,ForTraders,4-traders.com,2010-01-06 09:33:43,"Find all financials news in real time. Equities, Indexes, Commodities, Currencies, Analysis, Top & Flop @4tradersleaders",8901,82,,
32,1001960468297211904,$MSFT Microsoft Corporation SEC Filing: Form 4 https://t.co/xWmU7gvNdV,0,0,StockTexts,2018-05-30 22:56:05,772471873539977217,StockTexts,StockTexts,2016-09-04 16:30:21,We provide company news and SEC filings for stocks on US and Canadian exchanges.  Real-time news alerts coming soon.  Follow for updates.,574,0,,
33,1001957973139361792,$MSFT Microsoft Corporation SEC Filing: Form 4 https://t.co/gBLI2CbnDR,0,0,StockTexts,2018-05-30 22:46:10,772471873539977217,StockTexts,StockTexts,2016-09-04 16:30:21,We provide company news and SEC filings for stocks on US and Canadian exchanges.  Real-time news alerts coming soon.  Follow for updates.,574,0,,
34,1001956886227443712,"$MSFT New Form 4 for Microsoft Corporation
From our Stock News Alerts App",0,0,Stock News Alerts,2018-05-30 22:41:51,2356524462,Allstocknews,$Stocknewsalerts,2014-02-22 15:38:57,"Stock news alerts from press releases and SEC filings
Find the custom app in the appstore at Stock News Alerts by Pocket Information LLC",2452,10,,
35,1001955567039107072,$MSFT Microsoft Corporation SEC Filing: Form 4 https://t.co/UAXplGN6E7,0,0,StockTexts,2018-05-30 22:36:37,772471873539977217,StockTexts,StockTexts,2016-09-04 16:30:21,We provide company news and SEC filings for stocks on US and Canadian exchanges.  Real-time news alerts coming soon.  Follow for updates.,574,0,,
36,1001953546957459458,"IT Field Service Technician - Compucom/Microsoft Corporation - Montgomery, AL https://t.co/Ai52nUvyWr",0,0,Tweet Old Post,2018-05-30 22:28:35,221948631,techteamnet,Tech Team Jobs,2010-12-02 01:53:46,"Extraordinary Opportunities in Robotics, AI, VR, Data, and Machine Learning",107,4,Internet,
37,1001953109889961985,$MSFT Microsoft Corporation SEC Filing: Form 4 https://t.co/0hMxhSpdzz,0,0,StockTexts,2018-05-30 22:26:51,772471873539977217,StockTexts,StockTexts,2016-09-04 16:30:21,We provide company news and SEC filings for stocks on US and Canadian exchanges.  Real-time news alerts coming soon.  Follow for updates.,574,0,,
38,1001952034386571270,"RT @JakeSherman: @aaronschock To that, the judges say: ""Microsoft Corporation has the sole power
to establish rules about how much its empl…",5,0,Twitter for iPhone,2018-05-30 22:22:35,2266556515,Yolie_Rios,Yolie Rios,2013-12-28 23:07:10,"Nonprofit development, arts, sports",1551,505,San Antonio,
39,1001946839099297792,"RT @JakeSherman: @aaronschock To that, the judges say: ""Microsoft Corporation has the sole power
to establish rules about how much its empl…",5,0,Twitter for iPhone,2018-05-30 22:01:56,473350910,jailingtrump,shit just got real,2012-01-24 21:57:39,"Just wanna know what happens after Lady Liberty gets raped in a back alley, her throat slit and left for dead. I love a good story.",567,1895,United States,
40,1001941871541850113,"RT @JakeSherman: @aaronschock To that, the judges say: ""Microsoft Corporation has the sole power
to establish rules about how much its empl…",5,0,Twitter for Android,2018-05-30 21:42:12,2740546270,oufenix,oufenix (D),2014-08-12 04:54:41,"Mom of 2 & proud wife of an Army Vet.
Also, one of the few liberals in Oklahoma trying to change this state, one vote at a time!!
#PostcardsToVoters #BlueWave",11539,5676,Oklahoma,
41,1001941396138405888,Microsoft Corporation Stock Offers the Best of Both Worlds https://t.co/vUhf2KubCZ https://t.co/SQ0HFwXHoc,0,0,dlvr.it,2018-05-30 21:40:18,948461445796175872,ASOIideas,ASOII,2018-01-03 07:50:05,All Sorts of Investment Ideas - NEWS/RESEARCH related to business and investing. Helping improve investors knowledge on various investment opportunities.,665,1765,Yokohama-shi Kanazawa-ku,
42,1001938964872392705,"RT @JakeSherman: @aaronschock To that, the judges say: ""Microsoft Corporation has the sole power
to establish rules about how much its empl…",5,0,Twitter Web Client,2018-05-30 21:30:39,19747338,JLangWood,J. Lang Wood,2009-01-30 01:24:23,Writer,219,281,"Florida, USA",
43,1001938091806937088,Microsoft Corporation Stock Offers the Best of Both Worlds https://t.co/0vNB9gF21s,0,0,WY_Butler,2018-05-30 21:27:10,813284422401171457,WY_Butler,WY_Butler,2016-12-26 07:24:51,,58,0,,
44,1001937820058087424,"RT @JakeSherman: @aaronschock To that, the judges say: ""Microsoft Corporation has the sole power
to establish rules about how much its empl…",5,0,Twitter for Android,2018-05-30 21:26:06,22747659,TraciBreazeale,Traci Breazeale,2009-03-04 08:00:55,wake up🇺🇸,942,1518,"Texas, USA",
45,1001937094317694976,"@aaronschock To that, the judges say: ""Microsoft Corporation has the sole power
to establish rules about how much i… https://t.co/YpfWsWhFOh",5,25,TweetDeck,2018-05-30 21:23:13,21252618,JakeSherman,Jake Sherman,2009-02-18 23:01:53,POLITICO. Co-author of Playbook. Phish/Grateful Dead fan. jake [at] politico dot com,115492,3010,Washington,
46,1001936740934877184,"$MSFT New Form SD for Microsoft Corporation
From our Stock News Alerts App",0,0,Stock News Alerts,2018-05-30 21:21:48,2356524462,Allstocknews,$Stocknewsalerts,2014-02-22 15:38:57,"Stock news alerts from press releases and SEC filings
Find the custom app in the appstore at Stock News Alerts by Pocket Information LLC",2452,10,,
47,1001936398256099328,Microsoft Corporation Stock Offers the Best of Both Worlds https://t.co/xZUnkenem1,0,0,IFTTT,2018-05-30 21:20:27,815247619178033153,ZucksArmy,Zuck's Army,2016-12-31 17:25:53,$FB Bull,22,35,"New York, NY",
48,1001911068300541954,Microsoft Groove 12.0529.1719 by Microsoft Corporation https://t.co/MMkVkbLRGo https://t.co/twnsCsUN4v,0,0,WordPress.com,2018-05-30 19:39:47,948076355291402240,mwkappsco,Mobile APK,2018-01-02 06:19:52,,40,0,,
49,1001910205184167936,New APK: Microsoft Groove 12.0529.1719 by Microsoft Corporation https://t.co/p89RnSgksW,0,0,dlvr.it,2018-05-30 19:36:22,2722372381,APKMirror,APK Mirror,2014-08-10 19:46:50,#APKPLZ #SOONBACKANSWER,19382,3,,
50,1001908537721802754,Microsoft PowerPoint 16.0.9330.2080 by Microsoft Corporation https://t.co/JrdTomQ8qU https://t.co/rW8Lgj5S8A,0,0,WordPress.com,2018-05-30 19:29:44,948076355291402240,mwkappsco,Mobile APK,2018-01-02 06:19:52,,40,0,,
51,1001889435951099905,"Global Gamification Market Competitive Tracking: Bunchball , Gigya , SAP SE, https://t.co/Vx5jsTI9V7 ...… https://t.co/6Sj5N9OLLg",0,0,dlvr.it,2018-05-30 18:13:50,2164801440,farashod,مهندسی فراشد هوشمند,2013-10-30 13:39:42,صفحه رسمی شرکت مهندسی #فراشدهوشمند.  طراحی و پیاده سازی پروژه های #نرم_افزاری،‌ #هوش_مصنوعی، #اتوماسیون، #گیمیفیکیشن,347,509,ایران,
52,1001842759131680770,"I'm at @Microsoft Corporation (LC2) in Irving, TX https://t.co/bP2oPsuNMP",0,0,Foursquare,2018-05-30 15:08:21,117615437,eljoe29,Jonathan Jenkins,2010-02-26 02:35:00,"Exchange online,Ing en Redes, computer freak, beach lover, fanatico del Futbol",131,128,"ÜT: 42.298311,-83.424408",
53,1001834275552026625,"Global Mobile Mapping Systems Market 2018 – Ericsson, Microsoft Corporation, Apple, Google ... https://t.co/Oq7VmOFKEx",0,0,IFTTT,2018-05-30 14:34:39,858851129903333377,Mike_da_Realtor,Mike Parks,2017-05-01 01:10:40,"Realtor® Licensed at Keller Williams Oakland, Servicing the whole San Francisco Bay Area",166,465,Oakland,
54,1001824039197986816,Microsoft Corporation: The stock is testing its highs. $MSFT https://t.co/jm8jZDvbT2 https://t.co/74ydHCG3c1,0,0,Zonebourse Communauté,2018-05-30 13:53:58,1649782484,MScreener,MarketScreener,2013-08-06 07:57:21,,492,10,,
55,1001810544121217024,"Global Natural Language Processing Market Share 2018 – 3M, Google, Verint Systems, Microsoft Corporation and ... -… https://t.co/qz4ZSJvRUq",0,0,IFTTT,2018-05-30 13:00:21,21628035,kronos455,kronos455,2009-02-23 03:38:19,"Former Naval Officer. Always a gentleman. The menu to my Twitter smorgasbord is comprised of politics, finance, fitness, food, the freaky and the funny!",446,232,"Austin, Tx",
56,1001801478548459520,"Global Artificial Intelligence (AI) in Agriculture Market Business Strategies: Microsoft Corporation, Gamaya… https://t.co/Vs1e9UDLOI",0,0,WordPress.com,2018-05-30 12:24:19,824727355331670021,thetopexaminer,Top Examiner,2017-01-26 21:14:59,"https://t.co/doOpPkBGWM is an independent news and information portal that publishes objective information with no ratings, prejudices or labels.",24,0,,
57,1001801432901849088,"Global Mobile Mapping Systems Market 2018 – Ericsson, Microsoft Corporation, Apple, Google ... https://t.co/H0PHuRman5",0,0,IFTTT,2018-05-30 12:24:08,858851129903333377,Mike_da_Realtor,Mike Parks,2017-05-01 01:10:40,"Realtor® Licensed at Keller Williams Oakland, Servicing the whole San Francisco Bay Area",166,465,Oakland,
58,1001787969907380224,"Global Proximity Marketing estimated to grow at a CAGR of +30% during forecast period.

Proximity marketing is all… https://t.co/rDSVsvMhVV",0,0,Facebook,2018-05-30 11:30:39,99015619,currywrussell,Curry Russell,2009-12-24 03:10:57,"Personal development, Professional Development, and Teaching others to gain more life experiences over having more stuff!  https://t.co/azScCdspRI",933,885,"New Haven, WV",
59,1001787234096500736,Global Bring Your Own Device (BYOD) &amp; Enterprise Mobility Market Business Strategies: Tata Consultancy Services Lim… https://t.co/1dd6Nux3Cj,0,0,WordPress.com,2018-05-30 11:27:43,930284066980556800,electonicpublic,Electronicspublic.com,2017-11-14 03:59:40,"https://t.co/bW8q3zKazP delivers high-quality and engaging content across print, digital, social and video platforms.",16,80,,
60,1001782786976559105,"Global Big Data Market Business Strategies: Teradata Corporation, Oracle Corporation, Microsoft Corporation… https://t.co/7Co8qqDtJp",0,0,WordPress.com,2018-05-30 11:10:03,930284066980556800,electonicpublic,Electronicspublic.com,2017-11-14 03:59:40,"https://t.co/bW8q3zKazP delivers high-quality and engaging content across print, digital, social and video platforms.",16,80,,
61,1001772924414685184,"Global Natural Language Processing Market Share 2018 – 3M, Google, Verint Systems, Microsoft Corporation and ... -… https://t.co/i12CBoZyFA",0,0,IFTTT,2018-05-30 10:30:51,21628035,kronos455,kronos455,2009-02-23 03:38:19,"Former Naval Officer. Always a gentleman. The menu to my Twitter smorgasbord is comprised of politics, finance, fitness, food, the freaky and the funny!",446,232,"Austin, Tx",
62,1001752772558163968,"Global Natural Language Processing Market Share 2018 – 3M, Google, Verint Systems, Microsoft Corporation and ... -… https://t.co/lJdPMMVvgy",0,0,IFTTT,2018-05-30 09:10:47,21628035,kronos455,kronos455,2009-02-23 03:38:19,"Former Naval Officer. Always a gentleman. The menu to my Twitter smorgasbord is comprised of politics, finance, fitness, food, the freaky and the funny!",446,232,"Austin, Tx",
63,1001739224498847745,"#StepstoCalculateSporadicTotals in #MicrosoftExcel
The Microsoft Corporation develops the Microsoft Excel program,… https://t.co/nD4YFp62bj",0,1,Twitter Web Client,2018-05-30 08:16:57,963623134921461760,printersupp1,Robert Williams,2018-02-14 03:57:13,Robert williams i am a blogger last 7 years ... i like to update new blogs that are now in trande.,10,54,United States,
64,1001729645484494848,RT @manatweets: Best app for #android : Microsoft Outlook https://t.co/N1VVYQaV2r https://t.co/ogclE7MCqH,1,0,dlvr.it,2018-05-30 07:38:53,97819464,manatweets,Android Facts,2009-12-19 04:29:52,Android Developer |#Android Trainer. Follow the last news about #Android | Amateur musician. Improve Concentration With #RockMusic https://t.co/NuNODsSHPh,10911,10558,World,
65,1001728059282804736,"Global Smart Cities Market Competitive Tracking: Microsoft Corporation, IBM Corporation, Cisco ... Global Smart Cit… https://t.co/Sj6MsWSayp",0,0,IFTTT,2018-05-30 07:32:35,3226565029,UrbanVN,UrbanVN,2015-05-25 19:57:06,,147,49,"Vancouver, British Columbia",
66,1001720203179450373,"Microsoft Corporation (MSFT) Sets 1-Year High on May, 28 at $98.36 https://t.co/dWvAm6Ns99",0,0,IFTTT,2018-05-30 07:01:22,3075771423,NetworkTechWiz,NetworkTechWiz,2015-03-06 21:05:37,,71,31,,
67,1001709968641396737,"3D Sensors Sales Market Global Trends Forecast by 2023: Asustek Computer, Microsoft Corporation, Softkinetic and In… https://t.co/cHE2H8otOy",0,0,WordPress.com,2018-05-30 06:20:42,985845185329283073,ChrisHa95707289,TheFutureTechnologies,2018-04-16 11:39:43,,13,172,,
68,1001620247202402304,"BIEL https://t.co/hzqlyqJaRH
Today: 0.0032 
95,467,785m Shares_310,823 $'s_309 Trades
0.003 - 0.0035
-
MSFT… https://t.co/6xrcpXYD8b",0,0,Twitter Web Client,2018-05-30 00:24:10,893546962338938880,OIL_TUN_BEER_CO,OIL TUN BEER CO,2017-08-04 18:59:31,"C.J. Lillicrapp_Since 8-3-1966_
Pinned Tweet ='s Profile_
Golf Lot:https://t.co/UkYcvCWa7r
Photo:https://t.co/kUani6jq8r",8,0,Morton-SpringField PA,
69,1001611708622888960,Intel Corporation (NASDAQ:INTC) To Partner with Microsoft Corporation&amp;#39;s ... https://t.co/RPqttrlE1p $INTC #stocks #stockmarket,0,0,StockMarketScoop,2018-05-29 23:50:15,953125982067679232,StockScoops,StockMarketScoop,2018-01-16 04:45:17,Latest news of the stock market. Follow the market trends.,2750,3011,,
70,1001574441141329921,"RT @notaxation: @ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,0,Twitter for Android,2018-05-29 21:22:09,24410020,brk7894,Bk,2009-03-14 18:44:22,,70,48,,
71,1001565363488903168,"RT @notaxation: @ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,0,Twitter for iPhone,2018-05-29 20:46:05,861805544528637952,J_ump_er,(Δx)²-(cΔt)²,2017-05-09 04:50:28,...for such an intellect nothing would be uncertain and the future just like the past would be present before its eyes...,44,475,,
72,1001559276974784512,Microsoft Corporation (MSFT) Hoping Mixer Can Keep Pace With Twitch's Popular Platform - https://t.co/wWOlOoybry (b… https://t.co/nvtMroqr1H,0,0,dlvr.it,2018-05-29 20:21:54,834456646550245383,PatelJadia,Jadia patel,2017-02-22 17:35:42,(415) 506-7388,29,43,"Illinois, USA",
73,1001556238281445381,"RT @notaxation: @ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,0,Twitter for iPhone,2018-05-29 20:09:49,243046416,TweetsByWes,Wesley King,2011-01-26 05:02:03,aka MRT Westicles @MRTOnlineRacing Occasionally I tweet something humorous or enlightening. My opinions DO NOT reflect organizations I’m partnered with.,2171,557,VIRGINIA,
74,1001548419024998401,"RT @notaxation: @ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,0,Twitter for Android,2018-05-29 19:38:45,488092145,zrox456,Zach,2012-02-10 02:25:24,Different strokes for different folks!,55,283,USA,
75,1001547061576298498,"RT @notaxation: @ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,0,Twitter for Android,2018-05-29 19:33:21,617836681,howlofthebeast,Nick,2012-06-25 06:15:37,"My political stance is that we'd be better off with alien overlords. Games, Music, Skateboarding, Black and White Horror Movies, Offending People and Comics.",95,302,The Void,
76,1001542478057656320,4 Reasons Microsoft Could Crush The Market Over The Next Decade - Microsoft Corporation (NASDAQ:MSFT) | Seeking Alp… https://t.co/rUUmsziF1v,0,2,Hootsuite,2018-05-29 19:15:09,2201987285,CRMPortal,The Portal Connector,2013-11-30 16:51:16,The Portal Connector for Dynamics CRM and Dynamics 365. Provides rich customizable web portals with an easy to use drag and drop interface.,578,637,"Ontario, Canada",
77,1001540983228633088,"RT @notaxation: @ChrisRGun PUBG should peep Apple Computer, Inc. v. Microsoft Corporation from 1988, and then not waste its time.",7,0,Twitter for Android,2018-05-29 19:09:12,702662706722025472,NextGamer1981,NextGamer81,2016-02-25 01:13:38,Bring The Games,115,858,Freeport ,
